ref_fnr,ref_int,famille,sous_famille,designation,specificite,dimension,couleur,h5,h4,H3,H8,H7,total,qte_plus_10,prepare,charge,commander,location,stock,slode_stock,observation,inventaire_fait_le
,,STD ALUVISION,CORNERS,T-CORNER,,2500,Alu,,,,,,0,0,,,,,,0,,Mettre Velcro sur face plane
,,STD ALUVISION,CORNERS,T-CORNER,,992,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,X-CORNER,,2480,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,X-CORNER,,992,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,L-CORNER,,2976,Noir,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,L-CORNER,,2976,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,L-CORNER,,2480,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,L-CORNER,,992,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,L-CORNER,,496,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,L-CORNER,,372,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,L-CORNER end piece,,,Alu,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,CORNERS,CORNER C135,,2480,Alu,,,,,,0,0,,,,,,0,,
59 10 3402 K,,STD ALUVISION,ACCESSOIRES,COVER CLIP D30 K,,,Alu,,,,,,0,0,,,,,,0,, fixation des chants alu
,,STD ALUVISION,ACCESSOIRES,PIN D30 M6*50A,,D6 x 50mm,Gris,,,,,,0,0,,,,,,0,,Vis 50mm
,,STD ALUVISION,ACCESSOIRES,PIN D30 M8*70A,,D8 x 70mm,Gris,,,,,,0,0,,,,,,0,,Vis 70mm
,,STD ALUVISION,ACCESSOIRES,POGNEE DE PORTE TIRANT GAUCHE,,,,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,ACCESSOIRES,POIGNEE DE PORTE TIRANT DROIT,,,,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,ACCESSOIRES,SPATULE,,,Alu,,,,,,0,0,,,,,,0,,Enlever le dibon
,,STD ALUVISION,ACCESSOIRES,OMNI-55 90° WALL REINFORCEMENT,,,,,,,,,0,0,,,,,,0,,UGAP
,,STD ALUVISION,ACCESSOIRES,CEILING REINFORCEMENT,,,,,,,,,0,0,,,,,,0,,UGAP
,,STD ALUVISION,ACCESSOIRES,Bouclette,,,,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,ACCESSOIRES,grattoune,,,,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,ACCESSOIRES,SHELF HOLDERS (Kit de 2 consoles),,,,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,ACCESSOIRES,COVER OMNI-55 R437 RENFORCEMENT V2 L,,,,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,ACCESSOIRES,D30 INTERNAL CEILING REINFORCE. Z,,,,,,,,,0,0,,,,,,0,,UGAP
,,STD ALUVISION,ACCESSOIRES,RENFORT CLOISON AGGLO,Agglo / Méla / Contreplaqué,986 x mini 800mm,,,,,,,0,0,,,,,,0,"Fixer Ecrans, Tablettes, Niches",
,,STD ALUVISION,ACCESSOIRES,RENFORT CLOISON AGGLO,Agglo / Méla / Contreplaqué,793 x mini 500mm,,,,,,,0,0,,,,,,0,"Fixer Ecrans, Tablettes, Niches",
,,STD ALUVISION,ACCESSOIRES,RENFORT CLOISON AGGLO,Agglo / Méla / Contreplaqué,855 x mini 500mm,,,,,,,0,0,,,,,,0,"Fixer Ecrans, Tablettes, Niches",
,,STD ALUVISION,ACCESSOIRES,RENFORT CLOISON AGGLO,Agglo / Méla / Contreplaqué,986 x 1000mm,,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,ACCESSOIRES,RENFORT CLOISON AGGLO,Agglo / Méla / Contreplaqué,357 x mini 1200mm,,,,,,,0,0,,,,,,0,"Fixer Ecrans, Tablettes, Niches",
64 04 0001 K,,STD ALUVISION,ACCESSOIRES,PASSE-CABLES ROND,A encastré,,NOIR,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,MOBILIER,PLATEAU irrijardin ,Mela 19mm, 750x750mm,Blanc,,,,,,0,0,,,,,,0,,
,,STD ALUVISION,MOBILIER,ETAGERE ,Mela 19mm,496x400 (Max 490x490mm),Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,COMPTOIR 2 ML,,2000,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,COMPTOIR 3 ML,,3000,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,COMPTOIR 4 ML,,4000,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,COMPTOIR 6 ML,,5000,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,COMPTOIR 6 ML,,6000,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,COMPTOIR 7 ML,,7000,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,COMPTOIR DECOUPE,,,Vert,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,COMPTOIR GOUTTE,,,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,ETAGERE COMPTOIR,,,,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,PLATEAUX DÉBORDANT 3 CHANTS,,,,,,,,,0,0,,,,,14,14,,
,,STD MOD,MOBILIER,PLATEAUX DÉBORDANT 2 CHANTS,,,,,,,,,0,0,,,,,10,10,,
,,STD MOD,MOBILIER,PLATEAUX DÉBORDANT,,6100x600,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,PLATEAUX DÉBORDANT,,750x600,Blanc,,,,,,0,0,,,,,2,2,,
,,STD MOD,MOBILIER,PLATEAUX DÉBORDANT,Millieu,900x600,Blanc,,,,,,0,0,,,,,2,2,,
,,STD MOD,MOBILIER,PLATEAUX DÉBORDANT,Cotés,1100x600,Blanc,,,,,,0,0,,,,,13,13,,
,,STD MOD,MOBILIER,PLATEAUX EN L,,,Orange,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,PLATEAUX EN L,,,Bleu/Vert,,,,,,0,0,,,,,,0,,
,,STD MOD,MOBILIER,PLATEAUX ENCASTRÉ,,470x470,Blanc,,,,,,0,0,,,,,57,57,,
,,STD MOD,MOBILIER,PLATEAUX ENCASTRÉ,,965x470,Blanc,,,,,,0,0,,,,,183,183,,
,,STD MOD,MOBILIER,PLATEAUX ENCASTRÉ,,965x965,Blanc,,,,,,0,0,,,,,10,10,,
,,STD MOD,MOBILIER,PLATEAUX ENCASTRÉ,,965X300,Blanc,,,,,,0,0,,,,,4,4,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,2401x955,Blanc,,,,,,0,0,,,,,1043,1043,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,2401x460,Blanc,,,,,,0,0,,,,,83,83,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,2401x665,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,1900x955,Blanc,,,,,,0,0,,,,,85,85,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,1900x460,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,1050x955,Blanc,,,,,,0,0,,,,,65,65,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,1050x460,Blanc,,,,,,0,0,,,,,145,145,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,1005X460,Blanc,,,,,,0,0,,,,,35,35,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,648x955,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,950x955,Blanc,,,,,,0,0,,,,,25,25,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,648x460,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,950x460,Blanc,,,,,,0,0,,,,,28,28,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,1945x950,Blanc,,,,,,0,0,,,,,25,25,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,920x460,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,1945x920,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,920x460,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,955x720 ,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Blanc,,955x420,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Hêtre,,1050x460,Hetre clair,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Hêtre,,1050x955,Hetre clair,,,,,,0,0,,,,,4,4,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Hêtre,,1939x327,Hetre clair,,,,,,0,0,,,,,30,30,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Hêtre,,2401x261,Hetre clair,,,,,,0,0,,,,,30,30,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Hêtre,,2401x460,Hetre clair,,,,,,0,0,,,,,30,30,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Hêtre,,2401x665,Hetre clair,,,,,,0,0,,,,,,0,,
,,STD MOD,PLAQUES,PLAQUE MELAMINE Hêtre,,2401x955,Hetre clair,,,,,,0,0,,,,,2524,2524,,
,,STD MOD,PORTES,PORTE DOUBLE BATTANTE,,,Blanc,,,,,,0,0,,,,,6,6,,
,,STD MOD,PORTES,PORTE DOUBLE BATTANTE,,,Hetre clair,,,,,,0,0,,,,,16,16,,
,,STD MOD,PORTES,PORTE SIMPLE AVEC POIGNEE,Poussant Droit,945,Blanc,,,,,,0,0,,,,,2,2,,
,,STD MOD,PORTES,PORTE SIMPLE SANS POIGNEE,Poussant Droit,945,Blanc,,,,,,0,0,,,,,18,18,,
,,STD MOD,PORTES,PORTE SIMPLE AVEC POIGNEE,Poussant Gauche,945,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE SANS POIGNEE,Poussant Gauche,945,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE AVEC POIGNEE,Poussant Droit,945,Hetre clair,,,,,,0,0,,,,,26,26,,
,,STD MOD,PORTES,PORTE SIMPLE SANS POIGNEE,Poussant Droit,945,Hetre clair,,,,,,0,0,,,,,239,239,,
,,STD MOD,PORTES,PORTE SIMPLE AVEC POIGNEE,Poussant Gauche,945,Hetre clair,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE SANS POIGNEE,Poussant Gauche,945,Hetre clair,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE IMPOST AVEC POIGNEE,Poussant Droit,945,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE IMPOST SANS POIGNEE,Poussant Droit,945,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE IMPOST AVEC POIGNEE,Poussant Gauche,945,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLEIMPOST  SANS POIGNEE,Poussant Gauche,945,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE IMPOST AVEC POIGNEE,Poussant Droit,945,Hetre clair,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE IMPOST SANS POIGNEE,Poussant Droit,945,Hetre clair,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE IMPOST AVEC POIGNEE,Poussant Gauche,945,Hetre clair,,,,,,0,0,,,,,,0,,
,,STD MOD,PORTES,PORTE SIMPLE IMPOST SANS POIGNEE,Poussant Gauche,945,Hetre clair,,,,,,0,0,,,,,,0,,
,,STD MOD,POTEAUX,PX ALU,,2500,Alu,,,,,,0,0,,,,,2890,2890,,
,,STD MOD,POTEAUX,PX ALU,,2000,Alu,,,,,,0,0,,,,,143,143,,
,,STD MOD,POTEAUX,PX ALU,,1500,Alu,,,,,,0,0,,,,,254,254,,
,,STD MOD,POTEAUX,PX ALU,,1150,Alu,,,,,,0,0,,,,,,0,,
,,STD MOD,POTEAUX,PX ALU,,1050,Alu,,,,,,0,0,,,,,,0,,
,,STD MOD,POTEAUX,PX ALU,3 Gorges,1050,Alu,,,,,,0,0,,,,,58,58,,
,,STD MOD,POTEAUX,PX ALU,5 Gorges,1050,Alu,,,,,,0,0,,,,,10,10,,
,,STD MOD,POTEAUX,PX ALU,8 Gorges,1050,,,,,,,0,0,,,,,44,44,,
,,STD MOD,POTEAUX,PX ALU,,1000,Alu,,,,,,0,0,,,,,60,60,,
,,STD MOD,POTEAUX,PX ALU,,800,Alu,,,,,,0,0,,,,,,0,,
,,STD MOD,POTEAUX,PX ALU,,500,Alu,,,,,,0,0,,,,,31,31,,
,,STD MOD,POTEAUX,PX ALU,,300,Alu,,,,,,0,0,,,,,45,45,,
,,STD MOD,POTEAUX,PX ALU,,45,Alu,,,,,,0,0,,,,,35,35,,
,,STD MOD,POTEAUX,PX ALU,,300,Alu,,,,,,0,4,,,,,,-4,,
,,STD MOD,POTEAUX,PX ALU MANCHONS,Manchons,,Alu,,,,,,0,0,,,,,182,182,,
,,STD MOD,QUINCAILLERIE,ACCROCHE RESILLE,,,,,,,,,0,0,,,,,154,154,,
,,STD MOD,QUINCAILLERIE,CACHE POTEAUX CPX,,,,,,,,,0,0,,,,,307,307,,
,,STD MOD,QUINCAILLERIE,CLES SERRURE PORTES AVEC POINGNEE,,,,,,,,,0,0,,,,,,0,,
,,STD MOD,QUINCAILLERIE,CLES SERRURE PORTES SANS POINGNEE,,,,,,,,,0,0,,,,,,0,,
,,STD MOD,QUINCAILLERIE,EQUERRE ALU 1002,,,,,,,,,0,0,,,,,300,300,,
,,STD MOD,QUINCAILLERIE,EQUERRES,Equerres,,,,,,,,0,0,,,,,,0,,
,,STD MOD,QUINCAILLERIE,FERS PLATS,,,,,,,,,0,0,,,,,592,592,,
,,STD MOD,QUINCAILLERIE,PLATINES LEGERES,,,,,,,,,0,0,,,,,77,77,,
,,STD MOD,QUINCAILLERIE,POIGNEE DE PORTE,,,,,,,,,0,0,,,,,,0,,
,,STD MOD,QUINCAILLERIE,RACCORD D'ANGLE PSA,,,,,,,,,0,0,,,,,138,138,,
,,STD MOD,QUINCAILLERIE,SUPPORT PLATEAU SD19,,,,,,,,,0,0,,,,,800,800,,
,,STD MOD,QUINCAILLERIE,TAQUETS POUR ETAGERE,,,,,,,,,0,0,,,,,,0,,
,,STD MOD,REMPLISSAGE,GRILLE PERFOREE,,950x955,Alu,,,,,,0,0,,,,,,0,,
,,STD MOD,REMPLISSAGE,GRILLE PERFOREE,,950x460,Alu,,,,,,0,0,,,,,,0,,
,,STD MOD,REMPLISSAGE,PLAQUE POLYCARBONATE,,2401x957,Transparent,,,,,,0,0,,,,,7,7,,
,,STD MOD,REMPLISSAGE,PLAQUE POLYCARBONATE,,2401x460,Transparent,,,,,,0,0,,,,,65,65,,
,,STD MOD,REMPLISSAGE,PLAQUE POLYCARBONATE,,1900x955,Transparent,,,,,,0,0,,,,,24,24,,
,,STD MOD,REMPLISSAGE,PLAQUE POLYCARBONATE,,955x955,Transparent,,,,,,0,0,,,,,,0,,
,,STD MOD,REMPLISSAGE,PLAQUE POLEXIGLAS,,1315x955,Transparent,,,,,,0,0,,,,,35,35,,
,,STD MOD,REMPLISSAGE,PLAQUE POLEXIGLAS,,1000x955,Transparent,,,,,,0,0,,,,,4,4,,
,,STD MOD,REMPLISSAGE,PLAQUE PVC Blanc,Cintré blanc épaisseur 3mm,950x745,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,REMPLISSAGE,TISSU FILANDRE Blanc,,2401x450,Blanc,,,,,,0,0,,,,,,0,,
,,STD MOD,TRAVERSES,PH ALU,,4412,Alu,,,,,,0,0,,,,,10,10,,
,,STD MOD,TRAVERSES,PH ALU,,4157,Alu,,,,,,0,0,,,,,131,131,,
,,STD MOD,TRAVERSES,PH ALU,,3916,Alu,,,,,,0,0,,,,,122,122,,
,,STD MOD,TRAVERSES,PH ALU,,2926,Alu,,,,,,0,0,,,,,1178,1178,,
,,STD MOD,TRAVERSES,PH ALU,,2756,Alu,,,,,,0,0,,,,,43,43,,
,,STD MOD,TRAVERSES,PH ALU,,2430,Alu,,,,,,0,0,,,,,39,39,,
,,STD MOD,TRAVERSES,PH ALU,,1935,Alu,,,,,,0,0,,,,,342,342,,
,,STD MOD,TRAVERSES,PH ALU,,1790,Alu,,,,,,0,0,,,,,17,17,,
,,STD MOD,TRAVERSES,PH ALU,,1440,Alu,,,,,,0,0,,,,,18,18,,
,,STD MOD,TRAVERSES,PH ALU,,1356,Alu,,,,,,0,0,,,,,45,45,,
,,STD MOD,TRAVERSES,PH ALU,,945,Alu,,,,,,0,0,,,,,5904,5904,,
,,STD MOD,TRAVERSES,PH ALU,,655,Alu,,,,,,0,0,,,,,77,77,,
,,STD MOD,TRAVERSES,PH ALU,,450,Alu,,,,,,0,0,,,,,589,589,,
,,STD MOD,TRAVERSES,PH ALU,,310,Alu,,,,,,0,0,,,,,13,13,,
,,STD MOD,TRAVERSES,PH ALU,,249,Alu,,,,,,0,0,,,,,32,32,,
,,STD MOD,TRAVERSES,PH ALU,,90,Alu,,,,,,0,0,,,,,30,30,,
,,STD MOD,TRAVERSES,PH ALU,,45,Alu,,,,,,0,0,,,,,180,180,,
,,STD MOD,TRAVERSES,PH ALU BRACON,,,Alu,,,,,,0,0,,,,,14,14,,
,,STD MOD,TRAVERSES,PH ALU CINTRE,,2700,Alu,,,,,,0,0,,,,,6,6,,
,,STD MOD,TRAVERSES,PH ALU CINTRE,,655,Alu,,,,,,0,0,,,,,20,20,,
,,STD TRAD,ACCESSOIRS,CORNIERE CARTON,,2500,carton,,,,,,0,0,,,,,,0,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2500x3000,,,,,,,0,0,,,,,50,50,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2500x2000,,,,,,,0,0,,,,,40,40,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2500x1000,,,,,,,0,0,,,,,138,138,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2500x500,,,,,,,0,0,,,,,39,39,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2000x1000,,,,,,,0,0,,,,,8,8,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2000 x 500,,,,,,,0,0,,,,,3,3,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1500x1000,,,,,,,0,0,,,,,30,30,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1000x1000,,,,,,,0,0,,,,,10,10,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1000x500,,,,,,,0,0,,,,,10,10,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1000x400,,,,,,,0,0,,,,,4,4,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1500x500,,,,,,,0,0,,,,,1,1,,
,,STD TRAD,PORTES,PORTE SIMPLE POUSSANT DROIT,,,,,,,,,0,0,,,,,11,11,,
,,STD TRAD,PORTES,PORTE SIMPLE POUSSANT GAUCHE,,,,,,,,,0,0,,,,,11,11,,
,,STD TRAD,QUINCAILLERIE,BAGUETTE CP 5mm Bas / pièce,,2500,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,BAGUETTE CP 5mm Haut / pièce,,2500,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,CLES + BARRILETS,,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,CLOUS,,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,EQUERRES CLOISONS (SOL),,,,,,,,,0,0,,,,,7,7,,
,,STD TRAD,QUINCAILLERIE,EQUERRES PETITES,,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,FERS PLATS,,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,POIGNEE DE PORTE,,,,,,,,,0,0,,,,,14,14,,
,,STD TRAD,QUINCAILLERIE,TASSEAU 28x28 (ml),,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,TASSEAU 60x40 (ml),,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,VIS 4x35,,,,,,,,,0,0,,,,,,0,,
